Customer_ID,mrc_current_month,mvsf_br_amt_current_month,mvsf_mrc_current_month,num_subs_current_month,num_voice_subs_current_month,num_nonvoice_subs_current_month,rev_current_month,churn
2131,450.99,449.16,105.0,2,1,1,450.99,0.0
2132,161.55,133.55,156.0,2,2,0,133.55,0.0
2133,800.0,780.0,800.0,32,2,30,780.0,0.0
2134,83.67,77.73,80.0,1,1,0,79.1,0.0
2135,307.0,217.0,217.0,3,3,0,307.0,0.0
2136,125.35,125.35,80.0,1,1,0,125.35,0.0
2137,150.0,130.0,150.0,2,2,0,130.0,0.0
2138,241.32,173.85000000000005,240.0,3,3,0,172.32,0.0
2139,150.0,130.0,150.0,2,2,0,130.0,0.0
2140,832.03,619.61,543.0,8,7,1,639.86,0.0
2141,385.79,270.39,300.0,4,4,0,270.39,0.0
2142,406.18,306.18,375.0,5,5,0,306.18,0.0
2143,229.84,204.84,150.0,2,2,0,204.84,0.0
2144,442.3,416.23,447.3,13,6,7,416.23,0.0
2145,367.66,164.67000000000004,140.46,3,2,1,172.16,0.0
2146,444.95,344.95,338.0,6,5,1,344.95,0.0
2147,714.62,614.83,550.0,12,8,4,514.83,0.0
2148,85.42,80.42,75.0,1,1,0,80.42,0.0
2149,40.0,40.0,40.0,1,1,0,40.0,0.0
2150,110.92,310.92,110.92,2,2,0,107.62,0.0
2151,86.7,84.6,75.0,1,1,0,86.7,0.0
2152,120.67,120.67,114.0,2,2,0,120.67,0.0
2153,124.98,111.98,42.0,1,1,0,83.95,0.0
2154,293.06,273.06,170.0,3,2,1,273.06,0.0
2155,10.0,90.0,80.0,1,0,1,10.0,0.0
2156,114.95,114.95,75.0,1,1,0,114.95,0.0
2157,116.89,103.43,75.0,1,1,0,106.89,0.0
2158,95.58,91.46,80.0,1,1,0,95.58,0.0
2159,136.09,131.09,110.46,2,2,0,131.09,0.0
2160,75.44,78.74,75.0,1,1,0,75.44,0.0
2161,136.78,263.38,60.46,2,1,1,170.74,0.0
2162,160.6,121.84,135.92,2,2,0,103.77,0.0
2163,77.66,75.0,75.0,1,1,0,77.66,0.0
2164,75.95,75.95,75.0,1,1,0,75.95,0.0
2165,336.78,299.43,280.0,3,3,0,314.21,0.0
2166,198.41,178.41000000000003,138.42,2,2,0,178.41,0.0
2167,270.23,250.23,175.0,3,2,1,161.73,0.0
2168,437.66,384.33,196.38,3,3,0,388.31,0.0
2169,99.11,99.11,75.0,1,1,0,99.11,0.0
2170,448.75,339.23,378.0,5,5,0,339.23,0.0
2171,375.58,330.5800000000001,300.0,4,4,0,330.58,1.0
2172,150.83,145.82999999999996,100.0,2,2,0,145.83,0.0
2173,633.89,480.84,508.2199999999999,7,7,0,480.84,0.0
2174,155.62,155.62,110.0,2,2,0,155.62,1.0
2175,207.4,187.4,165.0,3,3,0,187.4,0.0
2176,93.95,89.95,89.0,2,1,1,89.95,0.0
2177,580.99,453.99,232.0,3,3,0,535.99,0.0
2178,412.62,312.62,359.46,7,5,2,312.62,0.0
2179,122.67,113.97,80.0,1,1,0,113.97,0.0
2180,90.6,90.6,85.0,1,1,0,90.6,1.0
2181,247.03,217.2,165.0,2,2,0,227.03,0.0
2182,1015.6,875.5999999999998,655.0,10,10,0,875.6,0.0
2183,65.0,54.71,65.0,1,1,0,54.71,0.0
2184,210.0,180.65,140.0,2,2,0,180.65,0.0
2185,108.93,105.64,80.0,1,1,0,108.93,0.0
2186,380.92,290.19,325.0,5,4,1,300.92,0.0
2187,175.96,155.95999999999995,140.0,2,2,0,155.96,0.0
2188,240.84,220.84,185.0,3,3,0,220.84,0.0
2189,147.5,127.5,130.0,2,2,0,127.5,0.0
2190,324.71,279.71000000000004,250.0,4,3,1,279.71,0.0
2191,75.97,75.97,75.97,1,1,0,75.97,0.0
2192,339.31,259.31,280.0,4,4,0,259.31,0.0
2193,95.54,80.0,60.0,6,0,6,95.54,1.0
2194,305.74,255.74,225.0,3,3,0,255.74,0.0
2195,89.0,89.0,80.0,1,1,0,89.0,0.0
2196,119.68,115.83,105.0,2,2,0,119.68,1.0
2197,25.78,25.0,20.0,1,0,1,25.78,0.0
2198,155.7,150.94,77.0,1,1,0,150.94,0.0
2199,334.83,254.83,300.0,4,4,0,254.83,0.0
2200,90.83,86.48,56.0,1,1,0,86.48,0.0
2201,75.0,75.0,75.0,1,1,0,75.0,0.0
2202,379.56,299.56,272.0,4,4,0,299.56,0.0
2203,289.3,289.3,294.3,5,5,0,289.3,0.0
2204,442.5,286.0,375.0,5,5,0,286.0,0.0
2205,176.9,150.9,175.0,3,2,1,150.9,0.0
2206,322.4,224.72,320.0,4,4,0,224.72,0.0
2207,35.0,0.0,35.0,1,0,1,0.0,0.0
2208,75.0,275.0,75.0,1,1,0,75.0,0.0
2209,82.5,82.5,70.0,2,0,2,82.5,0.0
2210,225.0,225.0,225.0,3,3,0,225.0,0.0
2211,452.79,372.79,310.0,4,4,0,372.79,1.0
2212,342.72,253.88,300.0,4,4,0,253.88,0.0
2213,523.9,391.33,485.0,7,6,1,403.9,0.0
2214,75.0,75.0,65.0,1,1,0,75.0,0.0
2215,375.49,295.49,286.0,6,4,2,295.49,0.0
2216,148.12,148.12,95.0,2,1,1,148.12,0.0
2217,201.84,181.84,180.0,2,2,0,181.84,0.0
2218,65.79,63.6,57.0,2,2,0,65.79,0.0
2219,301.9,185.16,300.0,4,4,0,185.16,0.0
2220,165.95,165.95,165.0,1,1,0,165.95,0.0
2221,87.58,87.58,75.0,1,1,0,87.58,0.0
2222,274.04,176.87,196.38,3,3,0,176.87,0.0
2223,184.34,164.34,150.0,2,2,0,164.34,0.0
2224,120.31,103.16,75.0,1,1,0,110.31,1.0
2225,536.0,456.0,329.0,4,4,0,456.0,0.0
2226,337.63,292.63,225.46,5,3,2,292.63,0.0
2227,118.01,101.43,75.0,1,1,0,108.01,0.0
2228,432.01,352.01,300.0,4,4,0,352.01,0.0
2229,112.67,108.32,80.0,1,1,0,108.32,0.0
2230,512.52,392.52,405.0,6,6,0,392.52,0.0
2231,264.87,238.28,160.0,2,2,0,244.87,0.0
2232,355.52,275.52,240.84,4,4,0,275.52,0.0
2233,115.4,115.91,90.0,2,1,1,115.4,0.0
2234,313.51,229.16,261.84,4,4,0,229.16,0.0
2235,636.97,503.92,465.43,7,6,1,503.92,1.0
2236,69.65,65.0,65.0,1,1,0,69.65,0.0
2237,155.93,131.2,150.0,2,2,0,135.93,0.0
2238,290.92,270.92,180.0,3,2,1,270.92,0.0
2239,86.57,106.57,54.97,1,1,0,86.57,0.0
2240,1293.31,995.3899999999999,669.6,11,10,1,995.39,0.0
2241,82.67,82.0,80.0,1,1,0,82.67,0.0
2242,147.98,142.67000000000004,120.0,2,2,0,147.98,0.0
2243,309.99,286.69,235.0,3,3,0,236.69,0.0
2244,100.95,100.95,100.0,1,1,0,100.95,0.0
2245,114.95,114.95,105.0,2,1,1,114.95,0.0
2246,35.95,35.95,35.0,1,1,0,35.95,0.0
2247,407.16,327.16,330.0,5,5,0,303.83,0.0
2248,60.0,60.0,60.0,1,0,1,60.0,0.0
2249,462.92,362.92,375.0,5,5,0,362.92,0.0
2250,63.83,51.0,55.0,1,1,0,53.83,0.0
2251,226.26,141.94,190.0,2,2,0,141.94,0.0
2252,420.86,390.86,174.0,3,2,1,390.86,0.0
2253,196.75,196.75,135.0,2,1,1,196.75,0.0
2254,99.27,95.02,88.0,2,1,1,94.51,0.0
2255,112.6,112.6,98.2,3,3,0,112.6,0.0
2256,228.06,183.06,216.38,3,3,0,183.06,0.0
2257,373.0,293.0,360.0,5,5,0,293.0,0.0
2258,210.46,165.46,210.46,3,3,0,165.46,0.0
2259,78.33,75.95,75.0,1,1,0,78.33,0.0
2260,620.8,517.54,320.0,5,4,1,517.54,0.0
2261,121.96,111.96,77.0,1,1,0,111.96,0.0
2262,201.17,176.17,160.0,2,2,0,176.17,0.0
2263,82.85,80.0,80.0,1,1,0,82.85,0.0
2264,150.0,130.0,150.0,2,2,0,130.0,0.0
2265,121.16,114.05,80.0,1,1,0,121.16,0.0
2266,472.6,401.38000000000005,250.7,5,3,2,414.55,0.0
2267,1628.55,1628.5500000000004,1567.8000000000004,29,29,0,1628.55,0.0
2268,447.72,333.85,405.92,8,5,3,333.85,1.0
2269,182.58,158.11,150.0,2,2,0,158.11,0.0
2270,307.9,148.56,302.0,4,4,0,153.66,0.0
2271,106.36,106.36,65.46,1,1,0,106.36,0.0
2272,65.0,65.0,65.0,1,1,0,65.0,0.0
2273,199.17,189.82,160.0,2,1,1,189.82,0.0
2274,35.0,0.0,35.0,1,0,1,0.0,0.0
2275,661.35,477.06000000000006,456.38,7,7,0,549.18,0.0
2276,110.0,110.0,93.0,2,1,1,110.0,0.0
2277,210.59,165.0,165.0,2,2,0,170.59,0.0
2278,341.91,321.44,255.0,4,3,1,321.88,0.0
2279,215.05,208.0,208.0,2,2,0,215.05,0.0
2280,123.78,123.78,80.0,1,1,0,123.78,0.0
2281,711.67,637.9499999999998,513.8399999999999,9,6,3,587.95,0.0
2282,521.29,314.49,435.0,6,6,0,314.49,0.0
2283,130.0,130.0,130.0,2,2,0,130.0,0.0
2284,422.3,337.3,305.88,4,4,0,337.3,0.0
2285,1536.02,1275.2600000000002,899.0,21,21,0,1275.26,0.0
2286,185.49,173.16000000000003,85.0,2,1,1,105.83,0.0
2287,371.24,291.24,270.0,4,4,0,291.24,0.0
2288,82.5,81.5,80.0,1,1,0,82.43,1.0
2289,164.92,164.92,125.0,3,2,1,164.92,0.0
2290,97.25,97.25,80.0,1,1,0,97.25,0.0
2291,35.0,0.0,35.0,1,0,1,0.0,0.0
2292,107.68,107.68,95.0,2,1,1,107.68,0.0
2293,160.88,161.9,160.0,2,2,0,160.88,0.0
2294,114.25,114.25,100.0,1,1,0,114.25,0.0
2295,921.77,786.77,618.0,13,8,5,786.77,0.0
2296,191.0,171.0,150.0,2,2,0,171.0,0.0
2297,95.0,25.96,95.0,1,1,0,33.39,0.0
2298,405.36,347.67999999999995,310.0,4,4,0,247.68,0.0
2299,80.0,80.0,80.0,1,1,0,80.0,0.0
2300,84.7,84.7,75.0,1,1,0,84.7,0.0
2301,524.49,424.49,385.0,5,5,0,424.49,1.0
2302,206.52,158.82,150.0,2,2,0,160.42,0.0
2303,254.89,209.89,225.0,3,3,0,209.89,1.0
2304,94.11,90.83,75.0,1,1,0,94.11,0.0
2305,150.86,150.86,150.86,2,2,0,150.86,0.0
2306,53.0,53.0,8.0,1,0,1,53.0,0.0
2307,104.27,94.27,65.0,1,1,0,94.27,0.0
2308,231.58,219.83,215.43,2,2,0,231.38,0.0
2309,141.58,136.57999999999998,105.0,2,2,0,136.58,0.0
2310,124.0,111.58,75.0,1,1,0,111.58,0.0
2311,53.53,45.0,45.0,1,1,0,53.53,0.0
2312,300.71,232.01,225.46,4,3,1,232.01,0.0
2313,637.95,355.32000000000005,240.0,3,3,0,363.12,0.0
2314,80.0,83.2,80.0,1,1,0,80.0,0.0
2315,65.0,65.0,65.0,1,1,0,65.0,0.0
2316,221.94,221.94,221.94,3,2,1,221.94,0.0
2317,212.86,208.41,105.86,2,2,0,212.86,0.0
2318,111.96,101.96,75.0,1,1,0,101.96,0.0
2319,199.29,179.29000000000005,175.0,2,2,0,179.29,0.0
2320,81.51,80.95,80.0,1,1,0,81.51,0.0
2321,377.32,310.38,240.0,3,3,0,319.32,0.0
2322,282.49,237.49,225.0,3,3,0,237.49,1.0
2323,80.95,80.95,80.0,1,1,0,80.95,0.0
2324,316.2,221.2,300.0,4,4,0,221.2,0.0
2325,75.0,75.0,75.0,1,1,0,75.0,0.0
2326,55.46,51.11,55.46,1,1,0,51.11,0.0
2327,95.0,95.0,95.0,1,1,0,95.0,0.0
2328,166.2,166.2,125.92,3,2,1,166.2,0.0
2329,334.56,289.56,250.0,3,3,0,289.56,0.0
2330,622.99,212.78,480.0,6,6,0,242.59,0.0
2331,388.6,-56.87000000000001,320.0,4,4,0,11.39,0.0
2332,338.16,200.46,305.0,4,4,0,200.46,0.0
2333,193.4,183.4,82.0,1,1,0,183.4,0.0
2334,171.9,151.9,170.0,2,2,0,151.9,0.0
2335,207.73,178.71,147.0,2,2,0,182.73,0.0
2336,222.11,197.11,160.0,2,2,0,197.11,0.0
2337,275.11,255.11,200.0,3,2,1,255.11,1.0
2338,190.83,170.82999999999996,150.0,2,2,0,170.83,0.0
2339,419.71,379.71,295.0,4,4,0,329.71,0.0
2340,219.11,193.16,160.0,2,2,0,199.11,0.0
2341,25.0,25.0,25.0,1,0,1,25.0,0.0
2342,407.09,337.25,240.75,4,3,1,348.39,0.0
2343,64.21,62.0,65.0,1,1,0,64.21,0.0
2344,252.34,202.99,211.92,3,3,0,202.99,0.0
2345,111.8,111.8,97.0,3,3,0,111.8,0.0
2346,60.83,50.83,50.0,1,1,0,50.83,0.0
2347,155.1,148.42000000000004,120.92,3,2,1,155.1,0.0
2348,180.17,157.17000000000004,180.0,2,2,0,160.17,0.0
2349,103.21,98.45,75.0,1,1,0,98.45,0.0
2350,513.59,456.64,245.0,3,3,0,468.59,0.0
2351,124.13,124.13,80.0,1,1,0,124.13,0.0
2352,555.29,502.74,409.43,5,5,0,505.7,0.0
2353,118.8,101.1,80.0,1,1,0,101.1,0.0
2354,161.15,115.95,35.0,1,0,1,121.15,0.0
2355,419.41,369.91,160.0,2,2,0,398.08,0.0
2356,320.67,221.07,240.0,3,3,0,235.48,0.0
2357,185.67,165.67000000000004,184.0,3,2,1,133.0,0.0
2358,115.83,115.83,100.0,2,2,0,115.83,0.0
2359,424.1,404.1,398.5,4,4,0,404.1,0.0
2360,172.59,172.59,130.92000000000002,3,3,0,172.59,1.0
2361,57.96,57.96,55.46,1,1,0,57.96,0.0
2362,163.21,143.21,130.92,2,2,0,143.21,0.0
2363,158.0,153.0,150.0,2,2,0,153.0,0.0
2364,10.0,10.0,10.0,1,0,1,10.0,0.0
2365,77.0,77.0,117.0,1,1,0,77.0,0.0
2366,188.16,168.16,160.0,2,2,0,168.16,0.0
2367,105.34,69.63,72.5,1,1,0,69.63,0.0
2368,101.53,91.53,75.0,1,1,0,91.53,0.0
2369,466.97,375.47,315.0,4,4,0,386.97,0.0
2370,734.3,495.5,726.0,10,10,0,484.3,0.0
2371,67.83,67.83,50.0,1,1,0,67.83,0.0
2372,266.8,214.0,175.0,6,6,0,266.8,0.0
2373,332.54,239.49,261.84,4,4,0,239.49,0.0
2374,124.34,119.34,82.0,1,1,0,119.34,0.0
2375,327.77,260.26,225.43,3,3,0,269.72,0.0
2376,78.3,78.3,75.0,1,1,0,78.3,0.0
2377,126.3,126.3,126.0,2,2,0,126.3,0.0
2378,90.05,90.05,80.0,1,1,0,90.05,0.0
2379,238.76,173.36,160.0,2,2,0,173.36,0.0
2380,217.98,197.58,163.0,3,2,1,197.98,0.0
2381,212.45,152.05,155.0,2,2,0,152.05,0.0
2382,200.5,50.5,150.0,2,2,0,200.5,0.0
2383,457.0,457.0,134.0,2,2,0,457.0,0.0
2384,50.44,50.95,50.0,1,1,0,50.44,0.0
2385,53.0,53.0,40.0,1,1,0,53.0,0.0
2386,523.7,523.7,242.0,3,3,0,523.7,0.0
2387,230.55,941.99,110.0,2,2,0,-331.77,0.0
2388,115.0,115.0,115.0,1,1,0,115.0,0.0
2389,150.8,150.8,150.0,2,2,0,150.8,0.0
2390,19.36,19.36,17.91,1,1,0,19.36,0.0
2391,417.45,296.85,270.0,4,4,0,288.55,0.0
2392,110.96,100.96,75.0,1,1,0,100.96,0.0
2393,87.09,84.42,80.0,1,1,0,87.09,0.0
2394,240.0,195.0,240.0,3,3,0,195.0,1.0
2395,119.56,119.56,77.0,1,1,0,119.56,0.0
2396,108.45,99.6,75.0,1,1,0,99.6,0.0
2397,345.99,265.99,260.0,4,4,0,265.99,0.0
2398,129.42,129.42,110.0,2,2,0,129.42,0.0
2399,187.48,187.48,160.0,2,2,0,187.48,0.0
2400,323.52,278.52,240.0,3,3,0,278.52,0.0
2401,65.0,65.0,65.0,1,1,0,65.0,0.0
2402,791.03,675.22,472.5,8,6,2,678.76,0.0
2403,1505.45,1098.87,697.3000000000002,15,9,6,1048.87,0.0
2404,104.5,104.5,90.0,2,1,1,104.5,0.0
2405,440.04,357.04,430.0,7,5,2,360.04,0.0
2406,119.0,10.5,70.0,1,1,0,10.5,0.0
2407,363.32,247.92,300.0,4,4,0,247.92,1.0
2408,85.0,85.0,80.0,2,2,0,85.0,0.0
2409,35.0,0.0,35.0,1,0,1,0.0,0.0
2410,205.71,205.71,180.92,5,5,0,205.71,0.0
2411,464.59,644.97,315.0,4,4,0,384.59,0.0
2412,152.7,132.7,150.0,2,2,0,132.7,0.0
2413,225.98,205.98,150.0,2,2,0,205.98,0.0
2414,110.84,61.71,85.0,1,1,0,61.71,0.0
2415,102.58,102.58,82.0,1,1,0,102.58,0.0
2416,158.17,138.17000000000002,155.0,2,2,0,138.17,0.0
2417,270.26,250.26,170.0,4,2,2,250.26,0.0
2418,175.53,152.04,130.45999999999998,2,2,0,155.53,0.0
2419,100.61,97.4,75.0,1,1,0,100.61,0.0
2420,200.0,180.0,200.0,2,2,0,180.0,0.0
2421,87.02,90.5,80.0,1,1,0,87.02,0.0
2422,455.0,330.0,330.0,5,5,0,330.0,0.0
2423,659.81,485.18,538.1500000000001,10,6,4,486.65,0.0
2424,442.26,320.15,380.0,5,5,0,342.26,0.0
2425,108.37,108.37,65.46,1,1,0,108.37,0.0
2426,800.65,660.1000000000001,695.0,7,7,0,663.5,0.0
2427,200.75,176.87,135.45999999999998,2,2,0,180.75,0.0
2428,1652.34,1600.67,870.0,23,17,6,1672.34,0.0
2429,1100.06,975.2999999999998,563.0,11,6,5,975.3,0.0
2430,256.71,236.71,180.0,3,3,0,236.71,0.0
2431,505.36,380.44999999999993,410.46,13,5,8,405.36,0.0
2432,458.54,358.54,385.0,6,5,1,358.54,1.0
2433,509.65,489.65,270.46000000000004,6,5,1,489.65,0.0
2434,164.6,20.96,172.0,2,2,0,125.76,0.0
2435,137.5,137.5,85.46,1,1,0,137.5,0.0
2436,535.68,191.3,220.0,2,2,0,535.68,0.0
2437,161.2,141.2,150.0,2,2,0,141.2,0.0
2438,20.0,20.0,20.0,1,0,1,20.0,0.0
2439,88.0,88.0,88.0,2,1,1,88.0,0.0
2440,231.0,186.0,230.0,3,3,0,186.0,0.0
2441,35.0,0.0,35.0,1,0,1,0.0,0.0
2442,282.99,258.39,185.0,3,2,1,282.99,0.0
2443,318.01,298.01,270.0,3,3,0,298.01,0.0
2444,197.5,197.5,170.0,3,2,1,197.5,0.0
2445,434.78,371.9,285.0,4,4,0,321.9,0.0
2446,283.6,232.94000000000003,215.46,4,3,1,238.6,0.0
2447,491.25,411.25,325.0,5,5,0,411.25,0.0
2448,1013.35,913.35,727.0,12,11,1,913.35,0.0
2449,162.0,133.06,152.0,2,2,0,133.06,0.0
2450,205.84,185.84,195.43,3,2,1,185.84,0.0
2451,601.29,516.29,435.0,7,4,3,516.29,0.0
2452,124.09,90.95,90.0,2,1,1,124.09,0.0
2453,654.66,472.81000000000006,440.0,5,5,0,500.66,1.0
2454,236.44,216.44,180.0,4,2,2,216.44,0.0
2455,416.27,316.27,385.0,6,5,1,316.27,0.0
2456,138.24,133.24,90.0,2,1,1,133.24,0.0
2457,56.26,55.0,55.0,1,1,0,56.26,0.0
2458,174.58,144.57999999999996,135.0,2,2,0,144.58,0.0
2459,586.72,641.72,485.0,7,4,3,541.72,0.0
2460,189.3,146.04000000000005,130.0,2,2,0,149.3,0.0
2461,152.7,150.82,148.125,2,2,0,150.82,0.0
2462,85.0,85.0,85.0,1,1,0,85.0,0.0
2463,104.17,99.17,75.0,1,1,0,99.17,0.0
2464,80.25,80.25,80.0,1,1,0,80.25,0.0
2465,700.84,877.8999999999999,497.0,12,12,0,488.04,1.0
2466,902.23,889.3,666.32,17,17,0,839.3,0.0
2467,91.0,91.0,70.0,1,1,0,91.0,1.0
2468,140.0,140.0,140.0,2,2,0,140.0,0.0
2469,428.0,348.0,265.46,4,4,0,348.0,0.0
2470,65.45,65.45,63.0,1,1,0,65.45,0.0
2471,403.71,303.71,340.46,6,5,1,303.71,0.0
2472,609.81,498.22,350.0,5,5,0,509.81,0.0
2473,225.0,180.0,225.0,3,3,0,180.0,0.0
2474,207.59,162.59,195.92,3,3,0,162.59,0.0
2475,232.36,202.36,155.0,2,2,0,202.36,0.0
2476,115.63,87.68,91.38,3,3,0,76.63,0.0
2477,391.17,230.75,375.0,5,5,0,246.52,0.0
2478,42.7,42.7,25.0,1,1,0,42.7,1.0
2479,200.48,48.90000000000001,197.0,2,2,0,200.48,0.0
2480,368.94,288.94,320.0,4,4,0,288.94,0.0
2481,75.0,75.0,75.0,1,1,0,75.0,0.0
2482,136.35,136.35,90.0,1,1,0,136.35,0.0
2483,207.79,192.79,99.5,2,1,1,192.79,0.0
2484,641.96,1724.62,495.0,7,6,1,456.28,0.0
2485,85.0,85.0,85.0,2,1,1,85.0,0.0
2486,2.68,85.0,85.0,1,0,1,2.68,1.0
2487,257.91,237.91000000000003,160.0,2,2,0,237.91,0.0
2488,1301.83,1001.8299999999997,1063.9800000000002,15,15,0,1001.83,1.0
2489,114.0,114.0,114.0,2,2,0,114.0,0.0
2490,249.2,225.99,240.0,3,3,0,204.2,0.0
2491,81.6,404.06,50.0,1,1,0,54.06,0.0
2492,239.23,189.92,195.0,3,3,0,194.23,0.0
2493,167.34,167.34,160.0,2,2,0,167.34,1.0
2494,114.37,114.37,75.0,1,1,0,114.37,0.0
2495,513.12,393.12000000000006,423.68,8,6,2,393.12,0.0
2496,176.21,111.21,82.0,1,1,0,111.21,0.0
2497,339.06,241.18,270.0,5,5,0,241.18,0.0
2498,70.67,70.67,25.0,1,1,0,70.67,0.0
2499,386.38,341.38,265.0,5,3,2,341.38,0.0
2500,191.17,185.95,80.0,1,1,0,191.17,0.0
2501,163.0,163.0,163.0,3,2,1,163.0,0.0
2502,76.1,65.88,65.0,1,1,0,67.4,0.0
2503,521.56,470.98,130.0,2,2,0,521.56,0.0
2504,141.0,131.0,65.46000000000001,2,1,1,131.0,0.0
2505,518.86,418.86,390.0,5,5,0,418.86,0.0
2506,539.53,459.53,406.0,11,7,4,519.53,0.0
2507,858.63,796.02,550.0999999999999,9,9,0,796.02,0.0
2508,626.28,1016.28,495.0,8,6,2,526.28,0.0
2509,400.0,280.0,400.0,7,6,1,280.0,0.0
2510,300.8,202.92,300.0,4,4,0,202.92,0.0
2511,174.51,168.85,110.0,2,2,0,174.51,0.0
2512,735.2,540.2,280.0,4,4,0,330.53,0.0
2513,202.0,173.16,152.0,2,2,0,173.16,0.0
2514,354.82,246.2,345.0,5,5,0,254.82,1.0
2515,305.3,177.95999999999995,155.0,3,2,1,118.23,0.0
2516,123.33,113.33,75.0,1,1,0,113.33,0.0
2517,206.75,176.32,170.0,2,2,0,182.28,0.0
2518,145.46,120.46,130.45999999999998,2,2,0,120.46,0.0
2519,111.58,111.58,75.0,1,1,0,111.58,0.0
2520,1270.55,995.55,985.0,13,13,0,995.55,0.0
2521,35.0,0.0,35.0,1,0,1,0.0,0.0
2522,228.05,178.7,196.38,3,3,0,178.7,0.0
2523,183.59,151.26,85.0,1,1,0,101.26,0.0
2524,228.06,146.25,135.0,2,2,0,128.25,0.0
2525,174.65,174.65,201.0,3,3,0,174.65,1.0
2526,285.53,567.58,170.0,3,2,1,150.47,0.0
2527,265.65,535.29,147.5,2,2,0,466.89,0.0
2528,137.06,132.71,80.97,1,1,0,132.71,0.0
2529,710.15,685.1500000000002,640.0,20,3,17,685.15,0.0
2530,314.3,294.3,180.0,4,2,2,231.97,0.0
2531,241.78,241.78,110.46,2,2,0,241.78,0.0
2532,274.86,195.1,150.0,2,2,0,240.1,0.0
2533,35.0,0.0,35.0,1,0,1,0.0,0.0
2534,648.12,508.12000000000006,479.13999999999993,9,7,2,508.12,0.0
2535,787.58,608.26,545.0,8,7,1,610.12,0.0
2536,328.69,309.35,262.2,2,2,0,328.69,0.0
2537,247.83,227.83,150.0,2,2,0,227.83,0.0
2538,289.3,240.13,150.0,2,2,0,190.13,0.0
2539,251.53,251.53,155.0,2,2,0,251.53,0.0
2540,227.73,191.82,150.0,2,2,0,197.73,0.0
2541,191.9,190.14,115.46,1,1,0,191.9,0.0
2542,607.72,487.7199999999999,405.0,6,6,0,487.72,0.0
2543,199.5,170.66,150.0,2,2,0,170.66,0.0
2544,65.0,65.0,65.0,1,1,0,65.0,0.0
2545,65.0,56.2,65.0,1,1,0,56.2,0.0
2546,318.8,213.91,276.0,4,3,1,265.8,0.0
2547,90.0,90.0,35.0,1,0,1,90.0,0.0
2548,104.96,94.96,65.0,1,1,0,94.96,1.0
2549,426.0,306.0,400.0,5,5,0,326.0,0.0
2550,65.0,65.0,65.0,1,1,0,65.0,0.0
2551,99.61,96.45,75.0,1,1,0,99.61,0.0
2552,115.48,113.15,65.0,1,1,0,115.48,0.0
2553,35.0,0.0,35.0,1,0,1,0.0,0.0
2554,600.41,451.47,535.0,7,7,0,451.47,0.0
2555,3805.22,3137.87,2788.0,39,32,7,3174.33,0.0
2556,244.5,199.5,195.0,3,3,0,199.5,0.0
2557,809.21,392.33,375.0,5,5,0,839.21,1.0
2558,122.21,92.26,93.0,2,2,0,91.55,0.0
2559,352.3,307.3,295.46,3,3,0,307.3,0.0
2560,346.83,266.83,340.0,4,4,0,266.83,0.0
2561,1294.37,1294.37,1177.0,29,29,0,1294.37,0.0
2562,402.78,382.78,318.76,4,2,2,382.78,0.0
2563,113.75,105.05,50.0,1,1,0,105.05,0.0
2564,226.9,226.9,225.0,3,2,1,226.9,0.0
2565,220.87,200.87,152.0,2,2,0,200.87,1.0
2566,509.94,409.94,375.0,8,5,3,409.94,0.0
2567,862.15,562.33,742.92,19,7,12,687.47,0.0
2568,136.04,131.04,110.46,2,2,0,131.04,0.0
2569,130.92,110.92,130.92,2,2,0,110.92,0.0
2570,479.08,354.08,327.2999999999999,5,5,0,354.08,0.0
2571,246.07,221.07,160.0,2,2,0,221.07,0.0
2572,80.0,80.0,80.0,1,1,0,80.0,0.0
2573,251.19,213.48,160.0,2,2,0,231.19,0.0
2574,196.9,176.9,160.0,2,2,0,176.9,0.0
2575,93.47,87.13,55.0,1,1,0,93.47,0.0
2576,498.78,308.68,480.0,6,6,0,308.68,0.0
2577,164.0,119.16,164.0,2,2,0,119.16,0.0
2578,255.83,220.83,205.0,4,2,2,220.83,0.0
2579,88.6,88.6,82.0,1,1,0,88.6,0.0
2580,484.0,354.0,386.0,5,5,0,354.0,0.0
2581,168.83,168.1,167.0,2,2,0,168.78,0.0
2582,55.0,55.0,55.0,1,1,0,55.0,0.0
2583,1123.77,1123.77,934.0,20,20,0,1123.77,0.0
2584,478.18,339.8400000000001,340.0,6,4,2,387.84,0.0
2585,1626.28,1271.9299999999996,1110.0,14,14,0,1271.93,0.0
2586,81.46,81.46,65.46,1,1,0,81.46,0.0
2587,376.3,344.58,240.0,4,2,2,356.3,0.0
2588,57.0,57.0,57.0,1,1,0,57.0,1.0
2589,612.83,525.46,335.0,5,5,0,532.83,0.0
2590,188.9,168.9,150.0,2,2,0,168.9,0.0
2591,196.46,176.45999999999995,175.0,3,2,1,176.46,0.0
2592,172.81,165.0,165.0,3,3,0,172.81,0.0
2593,594.29,594.29,483.0,11,11,0,594.29,0.0
2594,155.9,128.2,157.0,2,2,0,128.2,0.0
2595,335.5,315.5,230.0,3,3,0,315.5,0.0
2596,60.79,50.79,50.0,1,1,0,50.79,0.0
2597,301.29,236.82,230.0,3,3,0,236.82,0.0
2598,112.56,99.0,100.0,1,1,0,102.56,0.0
2599,341.05,302.15,204.0,4,2,2,321.05,0.0
2600,486.16,386.16,375.0,5,5,0,386.16,0.0
